municipio_cpamb,id_unidade,id_batalhao,id_cia,id_pelotao,id_base,endereco,numero,bairro,cep,municipio_sede,telefone,email,url
Piracaia,1420,1,4,2,,Avenida Geronimo Camargo,1470,Recreio Estoril,12944-000,Atibaia,11 4414-3570,1bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1420.html
Piracicaba,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Piraju,1320,1,3,2,,Rodovia Marechal Rondon,Km 248 + 200M,Marajoara,18605-460,Botucatu,14 3882-6070,1bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1320.html
Pirajui,2210,2,2,1,,Avenida Rodrigues Alves,38-138,Horto Florestal,17030-000,Bauru,14 3103-0150,2bpamb2cia1pelsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2210.html
Pirangi,4320,4,3,2,,Avenida 37,0766,Centro,14781-329,Barretos,17 3325-2714,4bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4320.html
Pirapora Do Bom Jesus,1130,1,1,3,,Estrada Doutor Yogiro Takaoka,422,Dos Altos,06423-150,Barueri,11 4789-0905,1bpamb1cia3pel/ 1bpamb1cia3pelplanta@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1130.html
Pirapozinho,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Pirassununga,1710,1,7,1,,Rodovia Brigadeiro Faria Lima,,Cachoeira de Emas,13645-000,Pirassununga,19 3565-1288,1bpamb7cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1710.html
Piratininga,2210,2,2,1,,Avenida Rodrigues Alves,38-138,Horto Florestal,17030-000,Bauru,14 3103-0150,2bpamb2cia1pelsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2210.html
Pitangueiras,4411,4,4,1,1,Rua Gonçalves Ledo,155,Jardim Santa Rita,14887-056,Jaboticabal,16 3202-2122,4bpamb4cia1peljabot@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4411.html
Planalto,2111,2,1,1,1,Rua Naim Eid,31,Jardim Ipê,16300-000,Penápolis,18 3652-1788,2bpamb1cia1pelbop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2111.html
Platina,2420,2,4,2,,Via Chico Mendes,45,Parque de Exposições,19800-000,Assis,18 3323-5111,2bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2420.html
Poa,1520,1,5,2,,Avenida Valentina Mello Freire Borenstein,,Braz Cubas,08735-270,Mogi das Cruzes,11 4799-6427,1bpamb5cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1520.html
Poloni,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Pompeia,2410,2,4,1,,Avenida Brigadeiro Eduardo Gomes,1001,Jardim Alvorada,17514-000,Marília,14 3433-7199,2bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2410.html
Pongai,2220,2,2,2,,Rua Marconi,84,Ribeiro,16401-345,Lins,14 3522-3571,2bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2220.html
Pontal,4410,4,4,1,,Rua Peru,1472,Vila Mariana,14075-310,Ribeirão Preto,16 3941-5959,4bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4410.html
Pontalinda,4230,4,2,3,,Avenida Jose Rodrigues,51,Bosque Municipal,15703-372,Jales,17 3632-4660,4bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4230.html
Pontes Gestal,4220,4,2,2,,Avenida Deputado Aureo Ferreira,1170,Praia Meninos,15503-415,Votuporanga,17 3421-9008,4bpamb2cia1pelvotup@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4220.html
Populina,4210,4,2,1,,Rua Pernambuco,873,Vila Regina,15600-000,Fernandópolis,17 3442-6477,4bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4210.html
Porangaba,1320,1,3,2,,Rodovia Marechal Rondon,Km 248 + 200M,Marajoara,18605-460,Botucatu,14 3882-6070,1bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1320.html
Porto Feliz,1310,1,3,1,,Avenida Três de Marco,777,Alto Boa Vista,18087-180,Sorocaba,15 3228-2050,1bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1310.html
Porto Ferreira,4412,4,4,1,2,Avenida Quincas Meirelles,355,Vila Aparecida,13670-000,Santa Rita do Passa Quatro,19 3582-2815,4bpam4cia1pelsrpq@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4412.html
Potim,3420,3,4,2,,Rua Bartolomeu Bueno,30,IAPI,12515-560,Guaratinguetá,12 3126-1300,3bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3420.html
Potirendaba,4110,4,1,1,,Avenida Governador Adhemar Pereira de Barros,2100,Vila Diniz,15013-250,São José do Rio Preto,17 3201-3670,4bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4110.html
Pracinha,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Pradopolis,4410,4,4,1,,Rua Peru,1472,Vila Mariana,14075-310,Ribeirão Preto,16 3941-5959,4bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4410.html
Praia Grande,3120,3,1,2,,Rua Dom Sebastiao Leme,115,Jardim Ivoty,11740-000,Itanhaém,13 3421-4560,3bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3120.html
Praia Grande (mar),3510,3,5,1,,Avenida Manoel da Cruz Michael,387,Santa Rosa,11430-090,Guarujá,13 3348-4774,3bpamb5cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3510.html
Pratania,1320,1,3,2,,Rodovia Marechal Rondon,Km 248 + 200M,Marajoara,18605-460,Botucatu,14 3882-6070,1bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1320.html
Presidente Alves,2210,2,2,1,,Avenida Rodrigues Alves,38-138,Horto Florestal,17030-000,Bauru,14 3103-0150,2bpamb2cia1pelsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2210.html
Presidente Bernardes,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Presidente Epitacio,2311,2,3,1,1,Rua Curitiba,14-53,Vila Santa Rosa,19470-000,Presidente Epitácio,18 3281-2033,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2311.html
Presidente Prudente,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Presidente Wenceslau,2312,2,3,1,2,Avenida do Estado,444,Parque São Jorge,19400-000,Presidente Wenceslau,18 3271-1267,2bpamb3ciabopvencsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2312.html
Promissao,2220,2,2,2,,Rua Marconi,84,Ribeiro,16401-345,Lins,14 3522-3571,2bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2220.html
Quadra,1311,1,3,1,1,Rua Orlando Paulino da Cruz,20,Três Marias,18273-040,Tatuí,15 3251-6441,1bpamb3cia1peltatui@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1311.html
Quata,2411,2,4,1,1,Rua Goitacazes,1167,Centro,17600-350,Tupã,14 3496-5884,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2411.html
Queiroz,2411,2,4,1,1,Rua Goitacazes,1167,Centro,17600-350,Tupã,14 3496-5884,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2411.html
Queluz,3422,3,4,2,2,Rua Rui Cotrin,382,Vila Rica,12700-000,Cruzeiro,12 3143-3313,fernandocesar@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3422.html
Quintana,2411,2,4,1,1,Rua Goitacazes,1167,Centro,17600-350,Tupã,14 3496-5884,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2411.html
Rafard,1411,1,4,1,1,Rua Carioba,419,Cordenonsi,13472-560,Americana,19 3462-1182,baseamericana@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1411.html
Rancharia,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Redencao Da Serra,3410,3,4,1,,Avenida Marechal Arthur da Costa e Silva,1.401,Jaboticabeira,12010-490,Taubaté,12 3621-5598,3bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3410.html
Regente Feijo,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Reginopolis,2210,2,2,1,,Avenida Rodrigues Alves,38-138,Horto Florestal,17030-000,Bauru,14 3103-0150,2bpamb2cia1pelsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2210.html
Registro,3210,3,2,1,,Rua Nelson Bhiri Badur,490,Vila Tupi,11900-000,Registro,13 3828-5010,3bpamb2cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3210.html
Restinga,4310,4,3,1,,Avenida Doutor Flavio Rocha,4511,Vila Imperador,14450-600,Franca,16 3724-5022,4bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4310.html
Ribeira,1620,1,6,2,,Rodovia SP 250,Km 321,Cordeirópolis,18320-000,Apiaí,15 3552-1536,1bpamb6cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1620.html
Ribeirao Bonito,4421,4,4,2,1,Rua do Estado,146,Jardim Paulistano,13564-365,São Carlos,16 3368-3044,4bpamb4cia2pelscarlo@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4421.html
Ribeirao Branco,1611,1,6,1,1,Avenida Candido Rodrigues,1549,Vila Nova,18400-000,Itapeva,15 3522-0115,1bpamb6cia1pel1bop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1611.html
Ribeirao Corrente,4310,4,3,1,,Avenida Doutor Flavio Rocha,4511,Vila Imperador,14450-600,Franca,16 3724-5022,4bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4310.html
Ribeirao Do Sul,2421,2,4,2,1,Rua Manoel Vieira Junior,175,Jardim Europa,19914-360,Ourinhos,14 3322-3077,2bpambbopourinhosv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2421.html
Ribeirao Dos Indios,2312,2,3,1,2,Avenida do Estado,444,Parque São Jorge,19400-000,Presidente Wenceslau,18 3271-1267,2bpamb3ciabopvencsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2312.html
Ribeirao Grande,1610,1,6,1,,Praça Gaspar Ricardo,26,Centro,,Itapetininga,15 3273-1635,1bpamb6cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1610.html
Ribeirao Pires,1220,1,2,2,,Rua Etruscos,41,Vila Água Funda,04113-001,São Paulo,11 5067 1842,1bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1220.html
Ribeirao Preto,4410,4,4,1,,Rua Peru,1472,Vila Mariana,14075-310,Ribeirão Preto,16 3941-5959,4bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4410.html
Rifaina,4310,4,3,1,,Avenida Doutor Flavio Rocha,4511,Vila Imperador,14450-600,Franca,16 3724-5022,4bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4310.html
Rincao,4420,4,4,2,,Rua Jorge Biller Teixeira,519,Vila Ferroviária,14802-345,Araraquara,16 3331-3797,4bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4420.html
Rinopolis,2411,2,4,1,1,Rua Goitacazes,1167,Centro,17600-350,Tupã,14 3496-5884,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2411.html
Rio Claro,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Rio Das Pedras,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Rio Grande Da Serra,1220,1,2,2,,Rua Etruscos,41,Vila Água Funda,04113-001,São Paulo,11 5067 1842,1bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1220.html
Riolandia,4220,4,2,2,,Avenida Deputado Aureo Ferreira,1170,Praia Meninos,15503-415,Votuporanga,17 3421-9008,4bpamb2cia1pelvotup@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4220.html
Riversul,1611,1,6,1,1,Avenida Candido Rodrigues,1549,Vila Nova,18400-000,Itapeva,15 3522-0115,1bpamb6cia1pel1bop@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1611.html
Rosana,2331,2,3,3,1,Rodovia SP 613,Km 75 + 500,Rural,19273-000,Rosana,18 3284-1614,@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2331.html
Roseira,3420,3,4,2,,Rua Bartolomeu Bueno,30,IAPI,12515-560,Guaratinguetá,12 3126-1300,3bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3420.html
Rubiacea,2110,2,1,1,,Rua Dona Amélia,,Dona Amélia,16050-620,Araçatuba,18 3622-1250,2bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2110.html
Rubineia,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Sabino,2220,2,2,2,,Rua Marconi,84,Ribeiro,16401-345,Lins,14 3522-3571,2bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2220.html
Sagres,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Sales,4121,4,1,2,1,Rua Julio Cotrim,235,Jardim das Acácias,14960-000,Novo Horizonte,17 3542-2383,4bpamb1cia2pelnhoriz@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4121.html
Sales Oliveira,4311,4,3,1,1,Rua Carolina Judith dos Santos,727,Parque Recreio,14500-000,Ituverava,16 3729-6510,4bpamb3cia1pelituv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4311.html
Salesopolis,1520,1,5,2,,Avenida Valentina Mello Freire Borenstein,,Braz Cubas,08735-270,Mogi das Cruzes,11 4799-6427,1bpamb5cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1520.html
Salmorao,2320,2,3,2,,Rua Marechal Deodoro da Fonseca,535,Centro,17900-000,Dracena,18 3821-1069,2bpamb3cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2320.html
Saltinho,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Salto,1410,1,4,1,,Avenida das Amoreiras,191,Vila Industrial,13036-225,Campinas,19 3790-1420,1bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1410.html
Salto De Pirapora,1310,1,3,1,,Avenida Três de Marco,777,Alto Boa Vista,18087-180,Sorocaba,15 3228-2050,1bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1310.html
Salto Grande,2421,2,4,2,1,Rua Manoel Vieira Junior,175,Jardim Europa,19914-360,Ourinhos,14 3322-3077,2bpambbopourinhosv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2421.html
Sandovalina,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
Santa Adelia,4120,4,1,2,,Rua Três de Maio,15,Higienópolis,15804-085,Catanduva,17 3522-1313,4bpamb1cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4120.html
Santa Albertina,4230,4,2,3,,Avenida Jose Rodrigues,51,Bosque Municipal,15703-372,Jales,17 3632-4660,4bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4230.html
Santa Barbara Do Oeste,1411,1,4,1,1,Rua Carioba,419,Cordenonsi,13472-560,Americana,19 3462-1182,baseamericana@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1411.html
Santa Branca,3430,3,4,3,,Rua Alto da Boa Vista,788,Alto de Santana,12214-150,São José dos Campos,12 3911-1900,3bpamb4cia3pelv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3430.html
Santa Clara D'Oeste,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Santa Cruz Da Conceicao,1710,1,7,1,,Rodovia Brigadeiro Faria Lima,,Cachoeira de Emas,13645-000,Pirassununga,19 3565-1288,1bpamb7cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1710.html
Santa Cruz Da Esperanca,4410,4,4,1,,Rua Peru,1472,Vila Mariana,14075-310,Ribeirão Preto,16 3941-5959,4bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4410.html
Santa Cruz Das Palmeiras,1710,1,7,1,,Rodovia Brigadeiro Faria Lima,,Cachoeira de Emas,13645-000,Pirassununga,19 3565-1288,1bpamb7cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1710.html
Santa Cruz Do R. Pardo,2421,2,4,2,1,Rua Manoel Vieira Junior,175,Jardim Europa,19914-360,Ourinhos,14 3322-3077,2bpambbopourinhosv@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2421.html
Santa Ernestina,4411,4,4,1,1,Rua Gonçalves Ledo,155,Jardim Santa Rita,14887-056,Jaboticabal,16 3202-2122,4bpamb4cia1peljabot@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4411.html
Santa Fe Do Sul,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Santa Gertrudes,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Santa Isabel,1520,1,5,2,,Avenida Valentina Mello Freire Borenstein,,Braz Cubas,08735-270,Mogi das Cruzes,11 4799-6427,1bpamb5cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1520.html
Santa Lucia,4420,4,4,2,,Rua Jorge Biller Teixeira,519,Vila Ferroviária,14802-345,Araraquara,16 3331-3797,4bpamb4cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4420.html
Santa Maria Da Serra,1730,1,7,3,,Avenida Brasil,540,Vila Alemã,13505-151,Rio Claro,19 3523-2012,1bpamb7cia3pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1730.html
Santa Mercedes,2321,2,3,2,1,Rodovia Comandante João Ribeiro de Barros,Km 686,Marrecas,17980-000,Panorama,18 3871-1209,2bpamb3cia2pel1bopdi@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2321.html
Santa Rita D'Oeste,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Santa Rita P. Quatro,4412,4,4,1,2,Avenida Quincas Meirelles,355,Vila Aparecida,13670-000,Santa Rita do Passa Quatro,19 3582-2815,4bpam4cia1pelsrpq@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4412.html
Santa Rosa De Viterbo,4412,4,4,1,2,Avenida Quincas Meirelles,355,Vila Aparecida,13670-000,Santa Rita do Passa Quatro,19 3582-2815,4bpam4cia1pelsrpq@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4412.html
Santa Salete,4230,4,2,3,,Avenida Jose Rodrigues,51,Bosque Municipal,15703-372,Jales,17 3632-4660,4bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4230.html
Santana Da Ponte Pensa,4231,4,2,3,1,Rua Doze,1186,Centro,15775-000,Santa Fé do Sul,17 3631-2374,4bpamb2cia2pelsfsul@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4231.html
Santana De Parnaiba,1130,1,1,3,,Estrada Doutor Yogiro Takaoka,422,Dos Altos,06423-150,Barueri,11 4789-0905,1bpamb1cia3pel/ 1bpamb1cia3pelplanta@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1130.html
Santo Anastacio,2312,2,3,1,2,Avenida do Estado,444,Parque São Jorge,19400-000,Presidente Wenceslau,18 3271-1267,2bpamb3ciabopvencsp@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2312.html
Santo Andre,1220,1,2,2,,Rua Etruscos,41,Vila Água Funda,04113-001,São Paulo,11 5067 1842,1bpamb2cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1220.html
Santo Antonio Aracangua,2110,2,1,1,,Rua Dona Amélia,,Dona Amélia,16050-620,Araçatuba,18 3622-1250,2bpamb1cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2110.html
Santo Antonio Da Alegria,4410,4,4,1,,Rua Peru,1472,Vila Mariana,14075-310,Ribeirão Preto,16 3941-5959,4bpamb4cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/4410.html
Santo Antonio De Posse,1412,1,4,1,2,Rua Albino Alves,268,Centro,13900-373,Amparo,19 3807-5435,baseamparo@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1412.html
Santo Antonio Do Jardim,1720,1,7,2,,Rua Dolorata Colosso Cirto,350,Jardim do Trevo,13871-504,Sao João da Boa Vista,19 3635-1729,1bpamb7cia2pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/1720.html
Santo Antonio Do Pinhal,3431,3,4,3,1,Avenida Doutor Ademar de Barros,112,Vila Abernéssia,12460-000,Campos do Jordão,12 3662-1422,3bpamb4cia3peljordao@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/3431.html
Santo Expedito,2310,2,3,1,,Rodovia Raposo Tavares,Km 563,Vila Nova Prudente,19053-205,Presidente Prudente,18 3222-1088,2bpamb3cia1pel@policiamilitar.sp.gov.br,https://www.policiamilitar.sp.gov.br/unidades/ambiental/opm/2310.html
